gene_id,group,mc_type,var_dim,gene_type,Correlation_5mC,new.P.value_5mC,new.P.adjust_5mC,Correlation_5hmC,new.P.value_5hmC,new.P.adjust_5hmC,Correlation_mC_hmC,new.P.value_mC_hmC,new.P.adjust_mC_hmC,gene_name,Gene_length,Cpg_number
ENSMUSG00000054555.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Adam12,"348,949","3,031"
ENSMUSG00000054640.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.31 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,-0.23 ,0.00 ,0.00 ,Slc8a1,"260,918","2,015"
ENSMUSG00000054720.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Lrrc8c,"93,632","1,134"
ENSMUSG00000054728.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Phactr1,"457,905","4,850"
ENSMUSG00000054733.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Msra,"333,280","2,754"
ENSMUSG00000054814.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Usp46,"69,980",916
ENSMUSG00000054843.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.21 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Atrnl1,"522,306","6,187"
ENSMUSG00000054863.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Fam19a5,"215,067","2,583"
ENSMUSG00000054885.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.21 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,RP23-411B7.2,"110,705","1,096"
ENSMUSG00000054934.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Kcnmb4,"56,019","1,010"
ENSMUSG00000054976.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Nyap2,"264,816","1,349"
ENSMUSG00000055013.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.17 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Agap1,"442,813","6,273"
ENSMUSG00000055026.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Gabrg3,"670,725","3,876"
ENSMUSG00000055078.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.17 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Gabra5,"102,389",665
ENSMUSG00000055116.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Arntl,"106,663","1,195"
ENSMUSG00000055214.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.12 ,0.00 ,0.00 ,Pld5,"313,008","2,210"
ENSMUSG00000055254.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Ntrk2,"327,403","4,135"
ENSMUSG00000055296.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Tmem245,"80,516",864
ENSMUSG00000055320.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.20 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Tead1,"227,491","2,657"
ENSMUSG00000055373.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Fut9,"190,914","1,263"
ENSMUSG00000055407.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Map6,"69,692",883
ENSMUSG00000055409.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.33 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.27 ,0.00 ,0.00 ,Nell1,"891,746","5,608"
ENSMUSG00000055421.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Pcdh9,"877,271","5,060"
ENSMUSG00000055447.19,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,-0.02 ,0.00 ,0.00 ,Cd47,"114,479","1,085"
ENSMUSG00000055471.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Alk,"734,269","6,868"
ENSMUSG00000055540.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.37 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.25 ,0.00 ,0.00 ,Epha6,"952,050","5,308"
ENSMUSG00000055639.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.30 ,0.00 ,0.00 ,0.20 ,0.00 ,0.00 ,-0.24 ,0.00 ,0.00 ,Dach1,"382,914","2,267"
ENSMUSG00000055717.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Slain1,"54,681",736
ENSMUSG00000055723.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.17 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Rras2,"71,001",952
ENSMUSG00000055737.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Ghr,"265,734","1,627"
ENSMUSG00000055761.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Nkain3,"659,994","3,405"
ENSMUSG00000055817.18,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Mta3,"115,355","1,743"
ENSMUSG00000056004.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,AC157555.1,"215,709","1,544"
ENSMUSG00000056073.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Grik2,"693,935","2,865"
ENSMUSG00000056091.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,St3gal5,"56,981",711
ENSMUSG00000056124.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,B4galt6,"61,807",824
ENSMUSG00000056158.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.31 ,0.00 ,0.00 ,Car10,"503,723","3,227"
ENSMUSG00000056211.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,R3hdm1,"134,437",727
ENSMUSG00000056222.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.31 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.26 ,0.00 ,0.00 ,Spock1,"487,139","5,524"
ENSMUSG00000056258.9,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.17 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Kcnq3,"300,257","2,131"
ENSMUSG00000056268.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Dennd1b,"215,527","1,855"
ENSMUSG00000056296.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.27 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.26 ,0.00 ,0.00 ,Synpr,"331,562","1,694"
ENSMUSG00000056367.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Actr3b,"90,693",905
ENSMUSG00000056427.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.52 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.45 ,0.00 ,0.00 ,Slit3,"587,285","7,017"
ENSMUSG00000056476.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Med12l,"312,859","3,171"
ENSMUSG00000056486.18,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Chn1,"164,688","1,310"
ENSMUSG00000056553.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.11 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Ptprn2,"791,131","6,165"
ENSMUSG00000056602.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Fry,"379,110","4,486"
ENSMUSG00000056752.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.24 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Dnah9,"337,271","2,097"
ENSMUSG00000056755.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.36 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.25 ,0.00 ,0.00 ,Grm7,"921,651","4,203"
ENSMUSG00000056770.15,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.02 ,0.00 ,0.01 ,0.01 ,0.03 ,0.04 ,0.02 ,0.00 ,0.00 ,Setd3,"72,885",689
ENSMUSG00000056899.10,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,Immp2l,"931,500","5,852"
ENSMUSG00000057058.16,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,Skap1,"294,539","3,791"
ENSMUSG00000057060.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Slc35f3,"96,926",977
ENSMUSG00000057069.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,-0.02 ,0.00 ,0.00 ,Ero1lb,"45,524",490
ENSMUSG00000057182.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Scn3a,"110,511",934
ENSMUSG00000057315.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Arhgap24,"416,548","3,718"
ENSMUSG00000057329.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Bcl2,"176,098","1,419"
ENSMUSG00000057363.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.01 ,0.01 ,0.01 ,0.01 ,-0.01 ,0.01 ,0.01 ,Uxs1,"80,836",670
ENSMUSG00000057378.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.48 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.42 ,0.00 ,0.00 ,Ryr3,"585,743","3,832"
ENSMUSG00000057440.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Mpp7,"278,903","2,049"
ENSMUSG00000057531.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Dtnbp1,"80,074",878
ENSMUSG00000057614.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Gnai1,"95,222",928
ENSMUSG00000057715.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,AC103635.1,"561,798","3,245"
ENSMUSG00000057716.6,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.41 ,0.00 ,0.00 ,Tmem178b,"381,881","3,063"
ENSMUSG00000057880.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.30 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.29 ,0.00 ,0.00 ,Abat,"108,141","1,166"
ENSMUSG00000057914.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.35 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,-0.23 ,0.00 ,0.00 ,Cacnb2,"384,822","2,431"
ENSMUSG00000058013.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,11-Sep,"83,012","1,120"
ENSMUSG00000058070.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Eml1,"168,662","2,452"
ENSMUSG00000058145.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Adamts17,"313,438","3,190"
ENSMUSG00000058152.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.26 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,-0.18 ,0.00 ,0.00 ,Chsy3,"235,047","1,619"
ENSMUSG00000058153.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.25 ,0.00 ,0.00 ,Sez6l,"158,036","2,242"
ENSMUSG00000058248.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.26 ,0.00 ,0.00 ,0.01 ,0.01 ,0.02 ,-0.25 ,0.00 ,0.00 ,Kcnh1,"319,387","2,588"
ENSMUSG00000058317.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Ube2e2,"320,694","1,962"
ENSMUSG00000058318.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Phf21a,"271,551","2,363"
ENSMUSG00000058420.8,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.23 ,0.00 ,0.00 ,Syt17,"67,507",781
ENSMUSG00000058446.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Znrf2,"76,586",589
ENSMUSG00000058571.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Gpc6,"1,051,231","9,954"
ENSMUSG00000058624.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Gda,"82,140",645
ENSMUSG00000058656.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Samd12,"448,729","2,855"
ENSMUSG00000058740.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Kcnt1,"54,541",653
ENSMUSG00000058761.5,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Rnf169,"60,196",661
ENSMUSG00000058799.16,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.01 ,0.02 ,-0.02 ,0.00 ,0.01 ,Nap1l1,"24,929",303
ENSMUSG00000058835.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Abi1,"100,170",692
ENSMUSG00000058897.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.12 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Col25a1,"468,378","4,522"
ENSMUSG00000058975.7,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Kcnc1,"42,209",821
ENSMUSG00000059003.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.37 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.32 ,0.00 ,0.00 ,Grin2a,"427,664","3,147"
ENSMUSG00000059146.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.39 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.34 ,0.00 ,0.00 ,Ntrk3,"562,055","3,958"
ENSMUSG00000059149.17,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Mfsd4,"45,258",520
ENSMUSG00000059173.19,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.27 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Pde1a,"295,007","1,992"
ENSMUSG00000059187.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.53 ,0.00 ,0.00 ,0.22 ,0.00 ,0.00 ,-0.41 ,0.00 ,0.00 ,Fam19a1,"544,046","3,552"
ENSMUSG00000059248.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,9-Sep,"162,666","2,651"
ENSMUSG00000059288.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Cdyl,"214,232","2,318"
ENSMUSG00000059439.15,[5mCH +]:[5hmCH +]:[(5mCH+5hmCH) +],CH,genebody,all_gene,0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,Bcas3,"472,893","4,372"
ENSMUSG00000059456.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Ptk2b,"127,797","1,264"
ENSMUSG00000059495.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,-0.03 ,0.00 ,0.00 ,Arhgef12,"143,399","1,426"
ENSMUSG00000059602.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Syn3,"443,773","3,871"
ENSMUSG00000059742.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.35 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.24 ,0.00 ,0.00 ,Kcnh7,"490,875","2,445"
ENSMUSG00000059857.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Ntng1,"363,973","2,584"
ENSMUSG00000059921.15,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.33 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,-0.26 ,0.00 ,0.00 ,Unc5c,"369,710","2,152"
ENSMUSG00000059923.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Grb2,"64,554",802
ENSMUSG00000059974.10,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.44 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.35 ,0.00 ,0.00 ,Ntm,"968,393","7,486"
ENSMUSG00000060002.14,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Chpt1,"51,330",537
ENSMUSG00000060206.11,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.22 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Zfp462,"138,517","1,776"
ENSMUSG00000060212.13,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Pcnxl2,"146,811","1,993"
ENSMUSG00000060275.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Nrg2,"179,675","2,186"
ENSMUSG00000060371.12,[5mCH -]:[5hmCH +]:[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.26 ,0.00 ,0.00 ,0.09 ,0.00 ,0.00 ,-0.20 ,0.00 ,0.00 ,Caln1,"477,959","3,820"
