"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000031310.16","Zmym3","promoter",4001,31
"ENSMUSG00000031311.17","Nono","promoter",4001,92
"ENSMUSG00000031312.5","Itgb1bp2","promoter",4001,25
"ENSMUSG00000083897.1","RP23-312D15.4","promoter",4001,14
"ENSMUSG00000081674.1","RP23-312D15.5","promoter",4001,52
"ENSMUSG00000031314.18","Taf1","promoter",4001,67
"ENSMUSG00000034160.13","Ogt","promoter",4001,86
"ENSMUSG00000082729.3","RP23-49C8.2","promoter",4001,28
"ENSMUSG00000084197.1","RP23-49C8.3","promoter",4001,35
"ENSMUSG00000050232.6","Cxcr3","promoter",4001,48
"ENSMUSG00000084284.1","Tpt1-ps6","promoter",4001,34
"ENSMUSG00000082541.1","RP23-49C8.6","promoter",4001,32
"ENSMUSG00000045010.14","RP23-49C8.9","promoter",4001,41
"ENSMUSG00000046774.17","RP23-49C8.7","promoter",4001,95
"ENSMUSG00000081230.1","RP23-49C8.8","promoter",4001,37
"ENSMUSG00000082284.1","H3f3a-ps1","promoter",4001,4
"ENSMUSG00000079481.11","Nhsl2","promoter",4001,158
"ENSMUSG00000087712.1","Gm25828","promoter",4001,11
"ENSMUSG00000098968.1","Gm27843","promoter",4001,29
"ENSMUSG00000049191.12","Rgag4","promoter",4001,43
"ENSMUSG00000087208.1","RP23-448C18.5","promoter",4001,33
"ENSMUSG00000079480.3","Pin4","promoter",4001,48
"ENSMUSG00000081969.1","RP23-448C18.7","promoter",4001,20
"ENSMUSG00000051220.2","Ercc6l","promoter",4001,18
"ENSMUSG00000084142.1","RP23-448C18.9","promoter",4001,46
"ENSMUSG00000031320.9","Rps4x","promoter",4001,27
"ENSMUSG00000081263.1","RP23-331B22.3","promoter",4001,25
"ENSMUSG00000051159.16","Cited1","promoter",4001,29
"ENSMUSG00000085568.7","RP23-195A22.1","promoter",4001,205
"ENSMUSG00000093428.1","Gm26318","promoter",4001,18
"ENSMUSG00000067567.12","Hdac8","promoter",4001,23
"ENSMUSG00000034055.16","Phka1","promoter",4001,24
"ENSMUSG00000080899.1","RP23-149P4.1","promoter",4001,36
"ENSMUSG00000083414.1","RP23-149P4.2","promoter",4001,36
"ENSMUSG00000081443.2","RP23-149P4.5","promoter",4001,26
"ENSMUSG00000079479.2","RP23-149P4.4","promoter",4001,34
"ENSMUSG00000073027.10","Dmrtc1b","promoter",4001,37
"ENSMUSG00000080845.1","RP23-149P4.6","promoter",4001,66
"ENSMUSG00000081716.1","RP23-149P4.7","promoter",4001,24
"ENSMUSG00000081108.4","RP23-149P4.8","promoter",4001,29
"ENSMUSG00000083680.1","RP23-149P4.9","promoter",4001,16
"ENSMUSG00000082191.1","RP23-76A20.1","promoter",4001,25
"ENSMUSG00000094656.1","Gm25358","promoter",4001,44
"ENSMUSG00000067562.11","Dmrtc1c1","promoter",4001,65
"ENSMUSG00000082783.2","RP23-76A20.3","promoter",4001,13
"ENSMUSG00000081240.2","RP23-76A20.4","promoter",4001,23
"ENSMUSG00000095072.1","Gm24509","promoter",4001,19
"ENSMUSG00000067561.12","Dmrtc1c2","promoter",4001,22
"ENSMUSG00000088052.1","Gm26152","promoter",4001,41
"ENSMUSG00000032894.13","RP23-76A20.6","promoter",4001,31
"ENSMUSG00000084397.1","RP23-76A20.8","promoter",4001,22
"ENSMUSG00000031323.8","Dmrtc1a","promoter",4001,21
"ENSMUSG00000079476.1","RP23-76A20.10","promoter",4001,49
"ENSMUSG00000109745.1","RP23-112I20.5","promoter",4001,35
"ENSMUSG00000081986.1","RP23-112I20.1","promoter",4001,11
"ENSMUSG00000083775.1","RP23-112I20.2","promoter",4001,7
"ENSMUSG00000081779.1","RP23-112I20.3","promoter",4001,19
"ENSMUSG00000084842.3","Pabpc1l2b-ps","promoter",4001,98
"ENSMUSG00000080774.1","RP23-181M13.1","promoter",4001,17
"ENSMUSG00000086524.3","Pabpc1l2a-ps","promoter",4001,101
"ENSMUSG00000084341.1","RP23-181M13.3","promoter",4001,20
"ENSMUSG00000081567.1","RP23-181M13.4","promoter",4001,4
"ENSMUSG00000048949.8","RP23-181M13.5","promoter",4001,31
"ENSMUSG00000031325.15","RP23-181M13.7","promoter",4001,7
"ENSMUSG00000082229.1","Nap1l2","promoter",4001,34
"ENSMUSG00000083763.1","RP23-106C4.1","promoter",4001,32
"ENSMUSG00000080886.1","RP23-106C4.2","promoter",4001,9
"ENSMUSG00000098023.1","RP23-106C4.4","promoter",4001,40
"ENSMUSG00000083805.2","RP23-106C4.5","promoter",4001,13
"ENSMUSG00000083711.1","RP23-11P22.1","promoter",4001,9
"ENSMUSG00000031326.2","Cdx4","promoter",4001,73
"ENSMUSG00000081280.1","RP23-11P22.3","promoter",4001,13
"ENSMUSG00000031327.10","Chic1","promoter",4001,74
"ENSMUSG00000097953.1","RP23-11P22.14","promoter",4001,9
"ENSMUSG00000031329.4","Tsx","promoter",4001,37
"ENSMUSG00000098078.1","RP23-11P22.15","promoter",4001,12
"ENSMUSG00000085715.2","Tsix","promoter",4001,23
"ENSMUSG00000086503.3","Xist","promoter",4001,25
"ENSMUSG00000099312.1","Gm27733","promoter",4001,24
"ENSMUSG00000098743.1","Gm27927","promoter",4001,15
"ENSMUSG00000098262.1","Gm27520","promoter",4001,88
"ENSMUSG00000083502.1","RP23-11P22.8","promoter",4001,20
"ENSMUSG00000082746.1","Rps12-ps1","promoter",4001,32
"ENSMUSG00000097571.8","Jpx","promoter",4001,72
"ENSMUSG00000099189.1","Gm27875","promoter",4001,71
"ENSMUSG00000082383.2","RP23-11P22.10","promoter",4001,43
"ENSMUSG00000082812.1","RP23-11P22.11","promoter",4001,17
"ENSMUSG00000043661.3","RP23-11P22.12","promoter",4001,40
"ENSMUSG00000081004.1","RP23-11P22.13","promoter",4001,45
"ENSMUSG00000086370.8","Ftx","promoter",4001,8
"ENSMUSG00000065509.3","Mir421","promoter",4001,34
"ENSMUSG00000076269.1","Mir374b","promoter",4001,34
"ENSMUSG00000106465.1","Mir374c","promoter",4001,33
"ENSMUSG00000103697.1","RP23-423B1.6","promoter",4001,15
"ENSMUSG00000098603.1","Gm27798","promoter",4001,21
"ENSMUSG00000080796.1","RP23-423B1.1","promoter",4001,20
"ENSMUSG00000099287.1","Gm27987","promoter",4001,26
"ENSMUSG00000098825.1","Gm27285","promoter",4001,29
"ENSMUSG00000099126.1","Gm27321","promoter",4001,86
"ENSMUSG00000031330.8","Zcchc13","promoter",4001,37
"ENSMUSG00000083263.1","RP23-423B1.4","promoter",4001,8
"ENSMUSG00000083213.2","RP23-273N4.1","promoter",4001,3
"ENSMUSG00000081414.2","RP23-273N4.2","promoter",4001,14
"ENSMUSG00000033965.10","Slc16a2","promoter",4001,59
"ENSMUSG00000083019.2","RP23-273N4.4","promoter",4001,20
"ENSMUSG00000104064.1","RP23-273N4.8","promoter",4001,23
"ENSMUSG00000083605.1","RP23-273N4.6","promoter",4001,20
"ENSMUSG00000082322.2","RP23-71K8.1","promoter",4001,21
"ENSMUSG00000081689.1","RP23-71K8.2","promoter",4001,8
"ENSMUSG00000056537.11","Rlim","promoter",4001,20
"ENSMUSG00000080825.1","RP23-71K8.5","promoter",4001,7
"ENSMUSG00000064876.1","Gm23378","promoter",4001,9
"ENSMUSG00000077199.2","Gm22266","promoter",4001,9
"ENSMUSG00000088036.1","Gm24993","promoter",4001,14
"ENSMUSG00000046449.15","RP23-35L3.1","promoter",4001,12
"ENSMUSG00000076286.1","Mir672","promoter",4001,10
"ENSMUSG00000031333.7","Abcb7","promoter",4001,10
"ENSMUSG00000083327.1","Vcp-rs","promoter",4001,59
"ENSMUSG00000082996.1","RP23-202N14.2","promoter",4001,14
"ENSMUSG00000073016.3","Uprt","promoter",4001,49
"ENSMUSG00000033906.5","Zdhhc15","promoter",4001,28
"ENSMUSG00000089171.1","Gm22430","promoter",4001,7
"ENSMUSG00000083049.1","RP23-263N6.1","promoter",4001,10
"ENSMUSG00000100364.1","RP23-211M16.3","promoter",4001,24
"ENSMUSG00000031224.6","Magee2","promoter",4001,55
"ENSMUSG00000081703.1","RP23-211M16.2","promoter",4001,20
"ENSMUSG00000088960.1","Gm22090","promoter",4001,1
"ENSMUSG00000082600.1","RP23-250A14.1","promoter",4001,21
"ENSMUSG00000087174.7","RP23-250A14.2","promoter",4001,11
"ENSMUSG00000031226.13","Pbdc1","promoter",4001,64
"ENSMUSG00000031227.8","Magee1","promoter",4001,123
"ENSMUSG00000082245.1","RP23-82A12.2","promoter",4001,27
"ENSMUSG00000083889.4","RP23-82A12.3","promoter",4001,7
"ENSMUSG00000085791.4","Rpl30-ps9","promoter",4001,10
"ENSMUSG00000083744.1","RP23-316B4.1","promoter",4001,5
"ENSMUSG00000065499.1","Mir384","promoter",4001,10
"ENSMUSG00000087620.7","RP23-316B4.2","promoter",4001,15
"ENSMUSG00000065425.1","Mir325","promoter",4001,15
"ENSMUSG00000082464.3","Rab9b-ps1","promoter",4001,14
"ENSMUSG00000090132.2","Cypt2","promoter",4001,30
"ENSMUSG00000081976.1","RP23-331L13.2","promoter",4001,10
"ENSMUSG00000084376.1","RP23-170G19.1","promoter",4001,26
"ENSMUSG00000082275.1","RP23-170G19.2","promoter",4001,21
"ENSMUSG00000063442.5","RP23-170G19.3","promoter",4001,22
"ENSMUSG00000031230.3","Fgf16","promoter",4001,159
"ENSMUSG00000031229.16","Atrx","promoter",4001,15
"ENSMUSG00000084678.1","Gm26020","promoter",4001,16
"ENSMUSG00000079965.2","RP23-265D6.1","promoter",4001,22
"ENSMUSG00000084575.1","Gm23656","promoter",4001,26
"ENSMUSG00000031232.16","Magt1","promoter",4001,6
"ENSMUSG00000031231.4","Cox7b","promoter",4001,34
"ENSMUSG00000033792.12","Atp7a","promoter",4001,54
"ENSMUSG00000033777.4","Tlr13","promoter",4001,12
"ENSMUSG00000081081.1","RP23-217J7.1","promoter",4001,30
"ENSMUSG00000062070.12","Pgk1","promoter",4001,79
"ENSMUSG00000047242.14","Taf9b","promoter",4001,19
"ENSMUSG00000073012.2","Fnd3c2","promoter",4001,13
"ENSMUSG00000082618.1","RP23-404M22.3","promoter",4001,13
"ENSMUSG00000081289.1","RP23-404M22.4","promoter",4001,35
"ENSMUSG00000083814.1","RP23-404M22.5","promoter",4001,8
"ENSMUSG00000099128.1","Mir6382","promoter",4001,10
"ENSMUSG00000084219.1","RP23-404M22.6","promoter",4001,6
"ENSMUSG00000081778.1","RP23-199A9.2","promoter",4001,9
"ENSMUSG00000033737.14","Fndc3c1","promoter",4001,13
"ENSMUSG00000098455.1","Gm27428","promoter",4001,13
"ENSMUSG00000052821.3","Cysltr1","promoter",4001,6
"ENSMUSG00000073010.9","RP23-113I19.2","promoter",4001,10
"ENSMUSG00000064553.1","Gm24622","promoter",4001,5
"ENSMUSG00000082174.1","RP23-113I19.4","promoter",4001,13
"ENSMUSG00000083432.1","RP23-113I19.3","promoter",4001,12
"ENSMUSG00000081395.1","RP23-113I19.5","promoter",4001,8
"ENSMUSG00000083595.1","RP23-113I19.6","promoter",4001,18
"ENSMUSG00000065733.1","Gm24491","promoter",4001,3
"ENSMUSG00000080380.1","Gm22102","promoter",4001,8
"ENSMUSG00000083063.1","RP23-233G6.1","promoter",4001,9
"ENSMUSG00000082939.1","RP23-233G6.2","promoter",4001,9
"ENSMUSG00000080841.1","RP23-233G6.3","promoter",4001,8
"ENSMUSG00000047686.9","Zcchc5","promoter",4001,66
"ENSMUSG00000049929.7","Lpar4","promoter",4001,34
"ENSMUSG00000050921.12","P2ry10","promoter",4001,19
"ENSMUSG00000054293.10","RP23-35H8.2","promoter",4001,20
"ENSMUSG00000082630.1","RP23-35H8.3","promoter",4001,15
"ENSMUSG00000080898.1","RP23-138F13.1","promoter",4001,3
"ENSMUSG00000073008.11","Gpr174","promoter",4001,12
"ENSMUSG00000080939.1","RP23-138F13.3","promoter",4001,6
"ENSMUSG00000081131.1","RP23-138F13.4","promoter",4001,11
"ENSMUSG00000080758.1","RP23-138F13.5","promoter",4001,11
"ENSMUSG00000031239.5","Itm2a","promoter",4001,16
"ENSMUSG00000082172.1","RP23-138F13.7","promoter",4001,14
"ENSMUSG00000055700.7","RP23-166N12.1","promoter",4001,26
"ENSMUSG00000031241.17","Tbx22","promoter",4001,14
"ENSMUSG00000031242.7","RP23-284F8.1","promoter",4001,10
"ENSMUSG00000073007.10","Fam46d","promoter",4001,23
"ENSMUSG00000073006.2","RP23-18K13.2","promoter",4001,16
"ENSMUSG00000081807.1","RP23-360L8.1","promoter",4001,6
"ENSMUSG00000082354.1","RP23-109C6.1","promoter",4001,28
"ENSMUSG00000081560.1","RP23-119K17.1","promoter",4001,14
"ENSMUSG00000093916.1","Gm379","promoter",4001,22
"ENSMUSG00000063663.11","Brwd3","promoter",4001,24
"ENSMUSG00000086629.8","RP23-145N17.1","promoter",4001,86
"ENSMUSG00000081748.1","RP23-75F12.1","promoter",4001,4
"ENSMUSG00000081793.1","RP23-145N17.2","promoter",4001,19
"ENSMUSG00000031245.8","Hmgn5","promoter",4001,10
"ENSMUSG00000077652.1","Gm23322","promoter",4001,20
"ENSMUSG00000064574.1","Gm25797","promoter",4001,3
"ENSMUSG00000031246.14","Sh3bgrl","promoter",4001,41
"ENSMUSG00000088298.1","Gm26415","promoter",4001,8
"ENSMUSG00000083210.1","RP23-252O5.2","promoter",4001,37
"ENSMUSG00000048621.3","RP23-252O5.3","promoter",4001,16
"ENSMUSG00000081681.1","RP23-288N2.1","promoter",4001,7
"ENSMUSG00000082189.1","RP23-288N2.2","promoter",4001,55
"ENSMUSG00000083928.1","RP23-330A15.1","promoter",4001,22
"ENSMUSG00000082853.1","RP23-204I23.2","promoter",4001,16
"ENSMUSG00000083641.1","RP23-204I23.1","promoter",4001,5
"ENSMUSG00000081211.1","RP23-240M8.1","promoter",4001,9
"ENSMUSG00000065907.1","Gm26108","promoter",4001,1
"ENSMUSG00000109088.1","RP23-240M8.2","promoter",4001,7
"ENSMUSG00000056854.4","Pou3f4","promoter",4001,98
"ENSMUSG00000073001.3","Cylc1","promoter",4001,4
"ENSMUSG00000062226.4","Gm10112","promoter",4001,16
"ENSMUSG00000025665.16","Rps6ka6","promoter",4001,19
"ENSMUSG00000034551.12","Hdx","promoter",4001,11
"ENSMUSG00000083898.2","RP23-138J24.1","promoter",4001,18
"ENSMUSG00000082546.1","RP23-444M11.1","promoter",4001,6
"ENSMUSG00000082752.1","RP23-414F9.1","promoter",4001,23
"ENSMUSG00000109156.1","RP23-466J17.3","promoter",4001,13
"ENSMUSG00000034555.14","Tex16","promoter",4001,6
"ENSMUSG00000083037.1","RP23-332L7.1","promoter",4001,9
"ENSMUSG00000083392.1","RP23-38J11.2","promoter",4001,24
"ENSMUSG00000079460.11","RP23-466J17.1","promoter",4001,13
"ENSMUSG00000082669.1","RP23-466J17.2","promoter",4001,9
"ENSMUSG00000025525.12","Apool","promoter",4001,42
"ENSMUSG00000025527.9","Satl1","promoter",4001,6
"ENSMUSG00000083520.1","RP23-436F2.3","promoter",4001,6
"ENSMUSG00000083818.1","RP23-436F2.4","promoter",4001,10
"ENSMUSG00000025528.10","RP23-336F13.4","promoter",4001,14
"ENSMUSG00000025529.14","Zfp711","promoter",4001,153
"ENSMUSG00000034607.6","Pof1b","promoter",4001,11
"ENSMUSG00000081399.2","RP23-336F13.3","promoter",4001,14
"ENSMUSG00000084097.1","RP23-326E10.2","promoter",4001,5
"ENSMUSG00000082636.1","RP23-326E10.1","promoter",4001,6
"ENSMUSG00000081555.1","RP23-326E10.3","promoter",4001,11
"ENSMUSG00000083103.1","RP23-326E10.5","promoter",4001,16
"ENSMUSG00000081082.1","RP23-248L9.1","promoter",4001,1
"ENSMUSG00000082392.1","RP23-248L9.2","promoter",4001,3
"ENSMUSG00000084963.1","RP23-248L9.3","promoter",4001,14
"ENSMUSG00000083560.1","RP23-213K6.1","promoter",4001,10
"ENSMUSG00000025531.14","Chm","promoter",4001,18
"ENSMUSG00000065510.1","Mir361","promoter",4001,11
"ENSMUSG00000081831.1","RP23-309O6.1","promoter",4001,23
"ENSMUSG00000025592.17","Dach2","promoter",4001,71
"ENSMUSG00000080428.1","Gm24831","promoter",4001,1
"ENSMUSG00000087765.1","Gm23985","promoter",4001,5
"ENSMUSG00000082511.1","RP23-135H19.1","promoter",4001,20
"ENSMUSG00000082567.1","RP23-135H19.2","promoter",4001,11
"ENSMUSG00000084031.1","RP23-135H19.3","promoter",4001,4
"ENSMUSG00000079963.2","RP23-114P13.1","promoter",4001,11
"ENSMUSG00000025597.13","Klhl4","promoter",4001,28
"ENSMUSG00000081978.1","RP23-170L24.2","promoter",4001,11
"ENSMUSG00000082070.1","RP23-170L24.3","promoter",4001,26
"ENSMUSG00000081354.1","RP23-304I21.1","promoter",4001,4
"ENSMUSG00000083561.3","RP23-322M6.1","promoter",4001,11
"ENSMUSG00000081160.1","RP23-322M6.2","promoter",4001,19
"ENSMUSG00000050435.2","Ube2dnl1","promoter",4001,20
"ENSMUSG00000047079.1","Ube2dnl2","promoter",4001,23
"ENSMUSG00000085619.1","RP23-413G6.1","promoter",4001,6
"ENSMUSG00000082440.1","RP23-413G6.2","promoter",4001,21
"ENSMUSG00000082260.3","RP23-342J9.1","promoter",4001,16
"ENSMUSG00000083971.3","RP23-342J9.2","promoter",4001,17
"ENSMUSG00000083452.1","RP23-472K10.1","promoter",4001,4
"ENSMUSG00000089470.1","Gm25366","promoter",4001,8
"ENSMUSG00000098405.1","Gm27414","promoter",4001,15
"ENSMUSG00000080965.1","RP23-17B8.1","promoter",4001,17
"ENSMUSG00000081034.1","RP23-17B8.2","promoter",4001,21
"ENSMUSG00000083663.1","RP23-456D8.1","promoter",4001,1
"ENSMUSG00000081124.1","RP23-94O22.1","promoter",4001,6
"ENSMUSG00000083352.1","RP23-383A22.1","promoter",4001,5
"ENSMUSG00000078034.1","Gm24683","promoter",4001,0
"ENSMUSG00000084053.1","RP23-301K15.1","promoter",4001,7
"ENSMUSG00000064551.1","Gm24624","promoter",4001,6
"ENSMUSG00000072995.1","Cpxcr1","promoter",4001,8
"ENSMUSG00000082482.2","H2afb2","promoter",4001,19
"ENSMUSG00000088518.1","Gm24438","promoter",4001,0
"ENSMUSG00000043295.6","RP23-325P17.1","promoter",4001,2
"ENSMUSG00000080954.1","RP23-325P17.2","promoter",4001,0
"ENSMUSG00000067441.5","RP23-234K17.1","promoter",4001,20
"ENSMUSG00000080852.1","RP23-450H23.1","promoter",4001,11
"ENSMUSG00000081134.1","RP23-100K15.1","promoter",4001,6
"ENSMUSG00000083345.1","RP23-277C18.1","promoter",4001,13
"ENSMUSG00000100780.1","RP23-277C18.2","promoter",4001,8
"ENSMUSG00000083602.1","RP23-58M18.1","promoter",4001,19
"ENSMUSG00000084283.1","RP23-58M18.2","promoter",4001,4
"ENSMUSG00000081659.1","RP23-223O17.1","promoter",4001,22
"ENSMUSG00000084324.1","RP23-223O17.3","promoter",4001,31
"ENSMUSG00000082403.1","RP23-223O17.2","promoter",4001,30
"ENSMUSG00000081466.1","RP23-223O17.4","promoter",4001,32
"ENSMUSG00000084138.1","RP24-562D24.1","promoter",4001,8
"ENSMUSG00000081268.1","RP23-300J4.1","promoter",4001,8
"ENSMUSG00000083031.1","RP23-204O8.1","promoter",4001,7
"ENSMUSG00000100194.1","Tgif2lx2","promoter",4001,31
"ENSMUSG00000100133.1","Tgif2lx1","promoter",4001,34
"ENSMUSG00000081171.1","RP23-143K9.1","promoter",4001,7
"ENSMUSG00000081587.1","RP23-83J23.1","promoter",4001,5
"ENSMUSG00000088313.1","Gm26182","promoter",4001,3
"ENSMUSG00000086431.1","RP23-79L4.1","promoter",4001,3
"ENSMUSG00000034732.4","Pabpc5","promoter",4001,52
"ENSMUSG00000083151.1","RP23-12K23.2","promoter",4001,25
"ENSMUSG00000084172.1","RP23-218K9.1","promoter",4001,14
"ENSMUSG00000082927.3","RP23-408E16.1","promoter",4001,19
"ENSMUSG00000082718.1","RP23-408E16.2","promoter",4001,7
"ENSMUSG00000034755.18","Pcdh11x","promoter",4001,88
"ENSMUSG00000083616.3","H2afb3","promoter",4001,21
"ENSMUSG00000083321.1","RP23-20G23.2","promoter",4001,6
"ENSMUSG00000081546.1","RP23-20G23.1","promoter",4001,7
"ENSMUSG00000081728.1","RP23-20G23.3","promoter",4001,6
"ENSMUSG00000083275.1","RP23-185M16.2","promoter",4001,15
"ENSMUSG00000077435.1","Gm22590","promoter",4001,8
"ENSMUSG00000080695.1","RP23-162H9.1","promoter",4001,14
"ENSMUSG00000087716.2","Gm25825","promoter",4001,1
"ENSMUSG00000083668.1","RP23-162H9.2","promoter",4001,56
"ENSMUSG00000083699.1","RP23-244I22.1","promoter",4001,16
"ENSMUSG00000088539.1","Gm23277","promoter",4001,5
"ENSMUSG00000082590.1","RP24-76O19.1","promoter",4001,11
"ENSMUSG00000084054.1","RP24-76O19.2","promoter",4001,7
"ENSMUSG00000084110.4","RP24-76O19.3","promoter",4001,15
"ENSMUSG00000088264.1","Gm24783","promoter",4001,18
"ENSMUSG00000082840.1","RP24-456I14.1","promoter",4001,22
"ENSMUSG00000081095.2","RP23-302B23.1","promoter",4001,2
"ENSMUSG00000083537.3","RP23-74L11.1","promoter",4001,20
"ENSMUSG00000055733.6","Nap1l3","promoter",4001,15
"ENSMUSG00000086452.1","RP23-74L11.4","promoter",4001,2
"ENSMUSG00000083490.1","RP23-119F1.1","promoter",4001,10
"ENSMUSG00000094864.1","Gm17521","promoter",4001,34
"ENSMUSG00000079450.11","Cldn34c1","promoter",4001,0
"ENSMUSG00000095005.1","Astx6","promoter",4001,11
"ENSMUSG00000091821.1","Srsx","promoter",4001,28
"ENSMUSG00000095034.1","Gm17577","promoter",4001,63
"ENSMUSG00000084776.1","RP23-83P7.2","promoter",4001,7
"ENSMUSG00000096362.1","Rps12-ps21","promoter",4001,19
"ENSMUSG00000094288.1","Astx2","promoter",4001,10
"ENSMUSG00000094999.2","RP23-106J7.3","promoter",4001,62
"ENSMUSG00000095277.1","Rps12-ps22","promoter",4001,19
"ENSMUSG00000095474.1","Cldn34c2","promoter",4001,5
"ENSMUSG00000085536.1","RP23-75B12.1","promoter",4001,11
"ENSMUSG00000095108.1","Gm17467","promoter",4001,63
"ENSMUSG00000093796.1","Rps12-ps23","promoter",4001,17
"ENSMUSG00000094620.1","Cldn34c3","promoter",4001,4
"ENSMUSG00000095521.1","Astx5","promoter",4001,12
"ENSMUSG00000094015.1","Rps12-ps20","promoter",4001,19
"ENSMUSG00000072049.5","Vmn2r121","promoter",4001,15
"ENSMUSG00000096831.1","Rps12-ps6","promoter",4001,19
"ENSMUSG00000095420.1","Astx1a","promoter",4001,17
"ENSMUSG00000094238.1","Rps12-ps11","promoter",4001,19
"ENSMUSG00000094044.1","Gm17584","promoter",4001,60
"ENSMUSG00000096318.1","Astx4a","promoter",4001,17
"ENSMUSG00000093990.1","Rps12-ps12","promoter",4001,19
"ENSMUSG00000094252.1","Gm17469","promoter",4001,56
"ENSMUSG00000094675.1","Astx4b","promoter",4001,17
"ENSMUSG00000096135.1","Rps12-ps18","promoter",4001,19
"ENSMUSG00000095283.1","Astx1b","promoter",4001,17
"ENSMUSG00000095017.1","Rps12-ps15","promoter",4001,19
"ENSMUSG00000095850.1","Gm17361","promoter",4001,60
"ENSMUSG00000094147.1","Gm21616","promoter",4001,60
"ENSMUSG00000095137.1","Rps12-ps17","promoter",4001,19
"ENSMUSG00000094540.1","Astx4c","promoter",4001,17
"ENSMUSG00000096763.1","Rps12-ps13","promoter",4001,19
"ENSMUSG00000095965.1","Gm17693","promoter",4001,60
"ENSMUSG00000095008.1","Astx1c","promoter",4001,17
"ENSMUSG00000095499.1","Rps12-ps14","promoter",4001,19
"ENSMUSG00000094342.2","RP23-124J3.2","promoter",4001,55
"ENSMUSG00000096897.1","Astx4d","promoter",4001,17
"ENSMUSG00000096437.1","Rps12-ps16","promoter",4001,19
"ENSMUSG00000094203.1","Gm17267","promoter",4001,60
"ENSMUSG00000095563.1","Astx3","promoter",4001,18
"ENSMUSG00000083294.3","RP23-13I18.2","promoter",4001,9
"ENSMUSG00000081736.1","RP23-318H22.1","promoter",4001,8
"ENSMUSG00000082611.1","RP23-5A21.1","promoter",4001,17
"ENSMUSG00000058670.5","RP23-267A6.1","promoter",4001,9
"ENSMUSG00000088282.1","Gm23586","promoter",4001,4
"ENSMUSG00000082772.3","RP23-413I21.1","promoter",4001,18
"ENSMUSG00000081639.1","RP23-413I21.2","promoter",4001,5
"ENSMUSG00000082690.1","RP23-413I21.3","promoter",4001,9
"ENSMUSG00000062791.4","RP23-75D13.1","promoter",4001,6
"ENSMUSG00000089372.1","Gm22139","promoter",4001,2
"ENSMUSG00000049815.3","RP23-419H6.1","promoter",4001,21
"ENSMUSG00000088767.1","Gm22636","promoter",4001,1
"ENSMUSG00000082382.1","RP23-59F2.1","promoter",4001,7
"ENSMUSG00000043569.7","Cldn34c4","promoter",4001,13
"ENSMUSG00000077857.1","Gm25061","promoter",4001,0
"ENSMUSG00000083250.1","RP23-465E7.1","promoter",4001,25
"ENSMUSG00000081739.3","Mdm4-ps","promoter",4001,33
"ENSMUSG00000082126.1","RP23-31P9.2","promoter",4001,4
"ENSMUSG00000085722.4","RP23-74L17.1","promoter",4001,40
"ENSMUSG00000103504.1","RP23-74L17.2","promoter",4001,43
