"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000107508.1","chr6",67418051,67417714,"0",338,"RP23-472N21.2","genebody"
"ENSMUSG00000107509.1","chr6",86375285,86372537,"15",2749,"RP24-417N21.5","genebody"
"ENSMUSG00000107510.1","chr6",4262849,4262753,"0",97,"RP23-130F23.2","genebody"
"ENSMUSG00000107511.1","chr6",103607893,103605520,"16",2374,"RP23-62E9.4","genebody"
"ENSMUSG00000107512.1","chr6",77433509,77428677,"31",4833,"RP23-178I17.3","genebody"
"ENSMUSG00000107513.1","chr4",89217816,89216863,"22",954,"Tgif2-ps1","genebody"
"ENSMUSG00000107514.1","chr6",98860815,98860339,"12",477,"RP23-460E2.2","genebody"
"ENSMUSG00000107515.1","chr6",45904323,45901937,"4",2387,"RP24-325F2.1","genebody"
"ENSMUSG00000107516.1","chr6",141875220,141866357,"47",8864,"RP24-309B5.2","genebody"
"ENSMUSG00000107517.1","chr6",7378644,7375966,"20",2679,"RP24-338F2.2","genebody"
"ENSMUSG00000107518.1","chr6",58438858,58438694,"2",165,"RP24-97C18.7","genebody"
"ENSMUSG00000107519.1","chr6",130591682,130579765,"39",11918,"RP23-134A10.5","genebody"
"ENSMUSG00000107520.1","chr7",10414466,10410670,"13",3797,"RP23-469O12.5","genebody"
"ENSMUSG00000107521.1","chr6",58194765,58192320,"9",2446,"RP24-91B1.7","genebody"
"ENSMUSG00000107522.1","chr6",130940408,130939247,"6",1162,"RP23-134A10.15","genebody"
"ENSMUSG00000107523.1","chr7",3116478,3115995,"1",484,"RP24-364D22.6","genebody"
"ENSMUSG00000107524.1","chr3",40865053,40863947,"15",1107,"RP23-200C3.9","genebody"
"ENSMUSG00000107525.1","chr6",63328441,63324671,"16",3771,"RP24-136N24.3","genebody"
"ENSMUSG00000107526.1","chr6",149215185,149199094,"54",16092,"RP24-328H10.1","genebody"
"ENSMUSG00000107527.1","chr6",133381019,133379383,"10",1637,"RP23-340H19.2","genebody"
"ENSMUSG00000107528.1","chr6",99950931,99928247,"206",22685,"RP23-191I2.4","genebody"
"ENSMUSG00000107529.1","chr2",38107296,38104431,"15",2866,"RP23-480I16.3","genebody"
"ENSMUSG00000107530.1","chr6",58108167,58108062,"0",106,"RP24-243F8.7","genebody"
"ENSMUSG00000107531.1","chr8",13265187,13264101,"10",1087,"RP23-89F9.3","genebody"
"ENSMUSG00000107532.1","chr6",46778856,46778408,"4",449,"RP23-261F17.1","genebody"
"ENSMUSG00000107533.1","chr6",102660896,102658806,"7",2091,"RP24-131B7.1","genebody"
"ENSMUSG00000107534.1","chr6",83965048,83962276,"14",2773,"RP23-100I21.3","genebody"
"ENSMUSG00000107535.1","chr2",38566354,38564726,"7",1629,"RP23-42H18.6","genebody"
"ENSMUSG00000107536.1","chr6",85097068,85096926,"0",143,"RP23-100J14.12","genebody"
"ENSMUSG00000107538.1","chr6",84286603,84225251,"575",61353,"RP23-79A7.3","genebody"
"ENSMUSG00000107539.1","chr6",86445630,86426657,"241",18974,"RP23-281H4.10","genebody"
"ENSMUSG00000107540.1","chr6",114054018,114053942,"0",77,"RP24-236K6.2","genebody"
"ENSMUSG00000107541.1","chr6",112393817,112393349,"9",469,"RP23-98N14.2","genebody"
"ENSMUSG00000107542.1","chr6",136805215,136804680,"10",536,"RP23-296J10.9","genebody"
"ENSMUSG00000107543.1","chr6",42106548,42105699,"4",850,"RP24-200A9.2","genebody"
"ENSMUSG00000107544.1","chr6",132998107,132997752,"3",356,"RP23-24A9.7","genebody"
"ENSMUSG00000107545.1","chr6",94324034,94323270,"5",765,"RP24-398M13.1","genebody"
"ENSMUSG00000107546.1","chr6",73020360,73012042,"92",8319,"RP23-348K12.3","genebody"
"ENSMUSG00000107548.1","chr6",115936526,115935687,"11",840,"RP24-350H4.4","genebody"
"ENSMUSG00000107549.1","chr6",7855742,7853870,"17",1873,"RP23-365O8.4","genebody"
"ENSMUSG00000107550.1","chr6",132384044,132383827,"0",218,"RP24-390D8.2","genebody"
"ENSMUSG00000107551.1","chr6",109444225,109443600,"10",626,"RP23-126N22.1","genebody"
"ENSMUSG00000107552.1","chr6",124494368,124492162,"26",2207,"RP23-308E4.7","genebody"
"ENSMUSG00000107553.1","chr6",138601341,138600841,"7",501,"RP24-96N20.3","genebody"
"ENSMUSG00000107555.1","chr10",129579442,129578679,"3",764,"Olfr795-ps1","genebody"
"ENSMUSG00000107556.1","chr6",116390397,116389461,"1",937,"RP23-441J16.5","genebody"
"ENSMUSG00000107557.1","chr6",130840382,130838104,"10",2279,"RP23-134A10.10","genebody"
"ENSMUSG00000107558.1","chr6",100143814,100143422,"7",393,"RP23-110F19.1","genebody"
"ENSMUSG00000107559.1","chr6",112295753,112293230,"15",2524,"RP23-56N1.3","genebody"
"ENSMUSG00000107560.1","chr6",113612445,113610317,"23",2129,"RP23-89P21.6","genebody"
"ENSMUSG00000107561.1","chr6",88446513,88445686,"56",828,"RP23-333I12.3","genebody"
"ENSMUSG00000107562.1","chr6",13913448,13913154,"1",295,"RP23-440D19.4","genebody"
"ENSMUSG00000107563.2","chr6",102336674,102266099,"333",70576,"RP24-75K10.1","genebody"
"ENSMUSG00000107564.1","chr6",4364395,4364231,"13",165,"RP23-447L9.3","genebody"
"ENSMUSG00000107565.1","chr6",133619197,133617234,"7",1964,"RP23-340H19.3","genebody"
"ENSMUSG00000107566.1","chr6",114751962,114751529,"1",434,"RP23-149L20.2","genebody"
"ENSMUSG00000107567.1","chr6",137146929,137145875,"18",1055,"RP23-279L13.2","genebody"
"ENSMUSG00000107568.1","chr6",124563785,124561214,"16",2572,"RP23-308E4.9","genebody"
"ENSMUSG00000107569.1","chr6",139140933,139140769,"13",165,"RP24-472K15.2","genebody"
"ENSMUSG00000107570.1","chr6",89346563,89345139,"12",1425,"RP24-76F22.1","genebody"
"ENSMUSG00000107571.1","chr6",46051395,46049157,"9",2239,"RP23-411N5.3","genebody"
"ENSMUSG00000107572.1","chr6",140296456,140295462,"40",995,"RP23-330J17.1","genebody"
"ENSMUSG00000107573.2","chr11",49432968,49423066,"60",9903,"Olfr1389","genebody"
"ENSMUSG00000107574.1","chr6",48820467,48819023,"26",1445,"RP24-315D19.7","genebody"
"ENSMUSG00000107575.1","chr6",130911389,130911170,"3",220,"RP23-258B18.2","genebody"
"ENSMUSG00000107576.1","chr6",86963442,86961640,"6",1803,"RP23-236J3.4","genebody"
"ENSMUSG00000107577.1","chr6",116264095,116260433,"57",3663,"RP23-374K9.7","genebody"
"ENSMUSG00000107578.1","chr6",124951765,124951320,"6",446,"RP23-130D15.4","genebody"
"ENSMUSG00000107579.1","chr6",101848050,101841194,"56",6857,"RP23-227G6.2","genebody"
"ENSMUSG00000107580.1","chr6",120580176,120579704,"13",473,"RP23-354F7.2","genebody"
"ENSMUSG00000107581.1","chr6",130953462,130953356,"0",107,"RP23-111E4.2","genebody"
"ENSMUSG00000107582.2","chr6",131003919,130987147,"54",16773,"RP23-111E4.3","genebody"
"ENSMUSG00000107583.1","chr6",99662218,99658441,"54",3778,"RP23-12A18.2","genebody"
"ENSMUSG00000107584.1","chr6",65417622,65416019,"6",1604,"RP23-325H23.2","genebody"
"ENSMUSG00000107585.1","chr7",3423445,3421664,"20",1782,"RP23-449F12.8","genebody"
"ENSMUSG00000107586.1","chr2",38019167,38015217,"15",3951,"RP23-480I16.1","genebody"
"ENSMUSG00000107587.1","chr6",130980506,130980289,"3",218,"RP23-258B18.3","genebody"
"ENSMUSG00000107588.1","chr6",48613250,48589609,"416",23642,"RP24-124B23.17","genebody"
"ENSMUSG00000107590.1","chr6",62294010,62293701,"0",310,"RP24-358D8.2","genebody"
"ENSMUSG00000107591.1","chr6",66712147,66711690,"12",458,"RP23-252F4.4","genebody"
"ENSMUSG00000107592.1","chr6",132787727,132786735,"3",993,"Tas2r145-ps3","genebody"
"ENSMUSG00000107593.1","chr6",87663823,87657753,"46",6071,"RP24-475M20.4","genebody"
"ENSMUSG00000107594.1","chr6",132902891,132901962,"6",930,"Tas2r142-ps5","genebody"
"ENSMUSG00000107595.1","chr6",103566830,103564355,"15",2476,"RP23-62E9.3","genebody"
"ENSMUSG00000107596.1","chr6",65433948,65432159,"23",1790,"RP23-325H23.3","genebody"
"ENSMUSG00000107597.1","chr6",48863107,48847658,"166",15450,"RP24-315D19.11","genebody"
"ENSMUSG00000107598.1","chr6",44083355,44080487,"15",2869,"RP23-301K21.1","genebody"
"ENSMUSG00000107599.1","chr6",82993111,82991644,"8",1468,"RP23-238I17.7","genebody"
"ENSMUSG00000107600.1","chr6",124298175,124297862,"9",314,"RP24-174O2.3","genebody"
"ENSMUSG00000107601.1","chr6",3208706,3207868,"19",839,"RP23-368D12.4","genebody"
"ENSMUSG00000107602.1","chr6",133087888,133086486,"5",1403,"RP23-464B17.4","genebody"
"ENSMUSG00000107603.1","chr6",4507878,4506086,"24",1793,"RP23-56M2.7","genebody"
"ENSMUSG00000107604.1","chr6",47848138,47847742,"1",397,"RP23-100G10.7","genebody"
"ENSMUSG00000107605.1","chr6",90461468,90459710,"10",1759,"RP23-370A2.6","genebody"
"ENSMUSG00000107606.1","chr6",46049080,46045142,"11",3939,"RP23-411N5.4","genebody"
"ENSMUSG00000107608.1","chr6",117917722,117916530,"87",1193,"RP23-89M16.5","genebody"
"ENSMUSG00000107609.1","chr6",65247606,65247272,"2",335,"RP23-263D5.7","genebody"
"ENSMUSG00000107610.1","chr6",72895919,72894961,"7",959,"RP23-23C9.4","genebody"
"ENSMUSG00000107611.1","chr6",136488712,136488318,"5",395,"RP23-100O18.6","genebody"
"ENSMUSG00000107612.1","chr6",76455865,76455390,"6",476,"RP23-205A7.1","genebody"
"ENSMUSG00000107613.1","chr6",141008285,141008168,"0",118,"RP24-338D12.2","genebody"
"ENSMUSG00000107614.1","chr6",98697674,98507725,"1606",189950,"RP23-281L18.1","genebody"
"ENSMUSG00000107615.1","chr10",129548554,129547659,"3",896,"Olfr793-ps1","genebody"
"ENSMUSG00000107616.1","chr6",94418244,94417828,"10",417,"RP24-398M13.3","genebody"
"ENSMUSG00000107618.1","chr6",79541967,79541207,"4",761,"RP24-469M15.1","genebody"
"ENSMUSG00000107619.1","chr6",51287855,51283531,"49",4325,"RP24-83C9.1","genebody"
"ENSMUSG00000107620.1","chr7",3337879,3337544,"1",336,"RP23-449F12.5","genebody"
"ENSMUSG00000107622.1","chr6",89285725,89269510,"141",16216,"RP24-226D9.3","genebody"
"ENSMUSG00000107623.1","chr6",126328686,126286648,"205",42039,"RP23-240C17.2","genebody"
"ENSMUSG00000107624.1","chr6",88741364,88738191,"27",3174,"RP23-170C11.3","genebody"
"ENSMUSG00000107625.1","chr6",133312011,133309928,"6",2084,"RP24-418D1.1","genebody"
"ENSMUSG00000107626.1","chr6",132339308,132338857,"3",452,"RP24-346C2.6","genebody"
"ENSMUSG00000107627.1","chr6",57617277,57617024,"1",254,"RP24-491O6.2","genebody"
"ENSMUSG00000107628.1","chr6",47585405,47585215,"1",191,"RP24-194J12.3","genebody"
"ENSMUSG00000107629.1","chr6",85062967,85062573,"0",395,"RP23-100J14.9","genebody"
"ENSMUSG00000107630.1","chr6",65274144,65272949,"9",1196,"RP23-9E15.2","genebody"
"ENSMUSG00000107631.1","chr6",66398971,66398745,"2",227,"RP23-346J12.2","genebody"
"ENSMUSG00000107632.1","chr6",132527252,132525032,"67",2221,"RP23-287N15.3","genebody"
"ENSMUSG00000107633.1","chr6",128865194,128862548,"16",2647,"RP24-127M20.6","genebody"
"ENSMUSG00000107634.1","chr6",67009260,66990030,"308",19231,"RP23-133I9.7","genebody"
"ENSMUSG00000107635.1","chr6",133707146,133706869,"8",278,"RP23-421B1.5","genebody"
"ENSMUSG00000107637.1","chr6",118248452,118246694,"18",1759,"RP24-303J2.3","genebody"
"ENSMUSG00000107638.2","chr6",141044134,140955608,"892",88527,"RP24-338D12.1","genebody"
"ENSMUSG00000107639.1","chr6",73529238,73528814,"9",425,"RP23-338O19.2","genebody"
"ENSMUSG00000107640.1","chr6",48622357,48613972,"150",8386,"RP24-124B23.13","genebody"
"ENSMUSG00000107641.1","chr6",109214826,109214241,"17",586,"RP23-348F12.2","genebody"
"ENSMUSG00000107642.1","chr6",133096015,133095069,"5",947,"Tas2r141-ps4","genebody"
"ENSMUSG00000107643.1","chr6",45197417,45194875,"7",2543,"RP24-133O13.2","genebody"
"ENSMUSG00000107644.2","chr6",83845095,83844329,"21",767,"RP24-327I4.6","genebody"
"ENSMUSG00000107645.2","chr11",49565859,49556877,"45",8983,"Olfr1380","genebody"
"ENSMUSG00000107646.1","chr6",73885849,73885663,"0",187,"RP23-229N21.1","genebody"
"ENSMUSG00000107647.1","chr6",52563234,52560551,"18",2684,"RP23-472D18.4","genebody"
"ENSMUSG00000107648.4","chr10",129039896,129032696,"29",7201,"Olfr764","genebody"
"ENSMUSG00000107649.1","chr6",65983441,65981865,"2",1577,"RP24-402E22.2","genebody"
"ENSMUSG00000107650.1","chr6",42734099,42733933,"3",167,"RP24-420O24.5","genebody"
"ENSMUSG00000107651.1","chr6",76497524,76496081,"42",1444,"RP23-472G22.2","genebody"
"ENSMUSG00000107652.1","chr6",61147907,61147219,"0",689,"RP23-120I17.3","genebody"
"ENSMUSG00000107653.1","chr6",66284845,66264154,"108",20692,"RP23-346J12.1","genebody"
"ENSMUSG00000107655.1","chr6",93244206,93241719,"14",2488,"RP24-358M18.2","genebody"
"ENSMUSG00000107656.1","chr6",48999616,48986615,"131",13002,"RP23-235P6.9","genebody"
"ENSMUSG00000107657.1","chr6",14571025,14570770,"0",256,"RP23-456C8.1","genebody"
"ENSMUSG00000107658.1","chr6",131292338,131291602,"3",737,"RP24-377D18.5","genebody"
"ENSMUSG00000107659.1","chr6",88504277,88503604,"5",674,"RP23-49L8.5","genebody"
"ENSMUSG00000107660.1","chr6",51392791,51379709,"231",13083,"RP24-83C9.4","genebody"
"ENSMUSG00000107661.1","chr6",72983062,72982476,"5",587,"RP23-348K12.4","genebody"
"ENSMUSG00000107662.2","chr10",129177921,129172572,"18",5350,"Olfr772","genebody"
"ENSMUSG00000107663.1","chr6",100499914,100498514,"23",1401,"RP24-114M8.4","genebody"
"ENSMUSG00000107664.1","chr6",49858846,49858002,"5",845,"RP23-49A4.2","genebody"
"ENSMUSG00000107666.1","chr6",134403415,134308950,"882",94466,"RP24-441P8.3","genebody"
"ENSMUSG00000107667.2","chr6",50815033,50776114,"422",38920,"RP23-210L10.2","genebody"
"ENSMUSG00000107668.1","chr6",5281480,5279654,"16",1827,"RP23-333I11.2","genebody"
"ENSMUSG00000107669.1","chr6",132746638,132746271,"1",368,"RP24-319O19.4","genebody"
"ENSMUSG00000107671.1","chr6",132135689,132135454,"0",236,"RP24-444P19.4","genebody"
"ENSMUSG00000107672.1","chr6",50747812,50746686,"11",1127,"RP24-238J9.6","genebody"
"ENSMUSG00000107673.1","chr7",14370207,14366950,"5",3258,"Crs-ps","genebody"
"ENSMUSG00000107674.1","chr6",107504456,107503807,"1",650,"RP23-331P17.1","genebody"
"ENSMUSG00000107675.1","chr6",138461615,138443972,"163",17644,"RP24-272N4.2","genebody"
"ENSMUSG00000107676.1","chr6",88922637,88919707,"10",2931,"RP23-82I13.10","genebody"
"ENSMUSG00000107677.2","chr11",58759671,58752733,"47",6939,"Olfr316","genebody"
"ENSMUSG00000107678.1","chr6",57993581,57993447,"0",135,"RP23-328I7.6","genebody"
"ENSMUSG00000107679.1","chr6",139557611,139555558,"13",2054,"RP24-446A8.2","genebody"
"ENSMUSG00000107680.1","chr6",89527455,89526838,"4",618,"RP24-69A18.1","genebody"
"ENSMUSG00000107681.1","chr6",4047585,4031840,"77",15746,"RP23-121E15.5","genebody"
"ENSMUSG00000107682.1","chr6",84012121,84008897,"42",3225,"RP23-100I21.7","genebody"
"ENSMUSG00000107683.1","chr6",132825238,132824865,"3",374,"RP24-470M22.4","genebody"
"ENSMUSG00000107684.1","chr17",53702972,53702319,"9",654,"Rab5a-ps","genebody"
"ENSMUSG00000107685.1","chr6",76122899,76121626,"19",1274,"RP24-554L15.1","genebody"
"ENSMUSG00000107686.1","chr6",138860124,138859520,"2",605,"RP24-380D9.1","genebody"
"ENSMUSG00000107687.1","chr7",13481070,13480748,"4",323,"Rpl36a-ps5","genebody"
"ENSMUSG00000107688.1","chr6",86977177,86976528,"6",650,"RP23-236J3.5","genebody"
"ENSMUSG00000107689.1","chr6",86516273,86513890,"21",2384,"RP23-281H4.12","genebody"
"ENSMUSG00000107690.1","chr6",100273698,100272609,"7",1090,"RP23-406J21.3","genebody"
"ENSMUSG00000107691.1","chr6",81421258,81420805,"3",454,"RP23-451K2.1","genebody"
"ENSMUSG00000107692.1","chr6",48964128,48962882,"3",1247,"RP23-235P6.6","genebody"
"ENSMUSG00000107693.1","chr6",143125058,143124589,"7",470,"RP23-91C8.2","genebody"
"ENSMUSG00000107694.1","chr6",133092829,133092180,"13",650,"RP24-470M22.3","genebody"
"ENSMUSG00000107695.1","chr6",66258205,66254742,"18",3464,"RP23-478C7.1","genebody"
"ENSMUSG00000107696.1","chr6",101540861,101538752,"9",2110,"RP24-183K24.1","genebody"
"ENSMUSG00000107697.1","chr6",107346001,107345775,"4",227,"RP23-426E9.1","genebody"
"ENSMUSG00000107698.1","chr6",88520007,88519012,"27",996,"RP23-49L8.4","genebody"
"ENSMUSG00000107699.1","chr2",39727599,39723994,"44",3606,"RP23-441G5.2","genebody"
"ENSMUSG00000107700.1","chr6",64092303,64092138,"0",166,"RP23-142H1.3","genebody"
"ENSMUSG00000107701.1","chr6",82953137,82952779,"10",359,"RP23-238I17.6","genebody"
"ENSMUSG00000107702.1","chr6",136519031,136514975,"65",4057,"RP23-100O18.7","genebody"
"ENSMUSG00000107703.1","chr6",15638369,15636123,"14",2247,"RP24-64A19.1","genebody"
"ENSMUSG00000107704.1","chr6",115536900,115529130,"75",7771,"RP23-119D13.5","genebody"
"ENSMUSG00000107705.1","chr6",8597480,8259449,"2676",338032,"RP24-267I24.5","genebody"
"ENSMUSG00000107706.1","chr6",148391329,148385900,"31",5430,"RP23-62G15.1","genebody"
"ENSMUSG00000107707.1","chr6",77588481,77586994,"4",1488,"RP23-140M6.1","genebody"
"ENSMUSG00000107708.1","chr6",63048172,63044964,"24",3209,"RP23-216B19.1","genebody"
"ENSMUSG00000107709.1","chr6",43474318,43467978,"44",6341,"RP23-20L3.2","genebody"
"ENSMUSG00000107710.1","chr6",66577969,66577209,"15",761,"RP23-111G16.7","genebody"
"ENSMUSG00000107711.2","chr11",58686233,58681098,"34",5136,"Olfr320","genebody"
"ENSMUSG00000107712.1","chr6",46138470,46134101,"20",4370,"RP23-23E11.1","genebody"
"ENSMUSG00000107713.1","chr6",99840314,99839707,"27",608,"RP23-12A18.7","genebody"
"ENSMUSG00000107714.1","chr6",107276738,107181205,"479",95534,"RP24-314B4.1","genebody"
"ENSMUSG00000107715.1","chr6",129696485,129696117,"1",369,"RP23-145F22.9","genebody"
"ENSMUSG00000107716.1","chr6",94800436,94799431,"11",1006,"RP24-576J4.2","genebody"
"ENSMUSG00000107718.1","chr6",124173146,124145712,"135",27435,"RP23-69L20.2","genebody"
"ENSMUSG00000107719.1","chr6",88787451,88784329,"45",3123,"RP23-82I13.5","genebody"
"ENSMUSG00000107720.1","chr6",101348830,101347944,"7",887,"RP23-296N5.1","genebody"
"ENSMUSG00000107721.1","chr6",66734177,66733968,"2",210,"RP23-252F4.5","genebody"
"ENSMUSG00000107722.1","chr1",118459267,118458651,"15",617,"RP24-183E22.2","genebody"
"ENSMUSG00000107723.1","chr6",113641521,113640561,"14",961,"RP24-430K15.6","genebody"
"ENSMUSG00000107724.1","chr6",8596989,8595742,"33",1248,"RP24-267I24.3","genebody"
"ENSMUSG00000107725.1","chr6",46638282,46637291,"3",992,"RP23-36I21.1","genebody"
"ENSMUSG00000107726.1","chr4",103219592,103217701,"19",1892,"RP23-47A6.5","genebody"
"ENSMUSG00000107727.1","chr6",49172960,49172758,"1",203,"RP23-83P5.3","genebody"
"ENSMUSG00000107728.1","chr6",134607681,134605233,"29",2449,"RP23-174M4.3","genebody"
"ENSMUSG00000107729.1","chr6",45074794,45073565,"3",1230,"RP23-477A19.5","genebody"
"ENSMUSG00000107730.1","chr6",134930112,134928991,"18",1122,"RP23-45G16.9","genebody"
"ENSMUSG00000107731.1","chr6",132473770,132473337,"1",434,"RP23-287N15.2","genebody"
"ENSMUSG00000107732.1","chr6",89259136,89257819,"13",1318,"RP24-226D9.4","genebody"
"ENSMUSG00000107733.1","chr6",128884543,128883851,"9",693,"RP24-127M20.9","genebody"
"ENSMUSG00000107734.1","chr6",136987398,136986595,"11",804,"RP24-459O3.3","genebody"
"ENSMUSG00000107735.1","chr6",121915100,121914968,"1",133,"RP23-78P7.3","genebody"
"ENSMUSG00000107736.1","chr6",121272685,121255202,"231",17484,"RP23-27C9.6","genebody"
"ENSMUSG00000107737.1","chr6",124364519,124363300,"10",1220,"RP24-174O2.6","genebody"
"ENSMUSG00000107738.1","chr6",101652689,101652233,"4",457,"RP23-11A20.1","genebody"
"ENSMUSG00000107739.1","chr6",93650225,93649351,"14",875,"RP23-215A7.1","genebody"
"ENSMUSG00000107740.1","chr6",50628339,50627679,"17",661,"RP24-238J9.3","genebody"
"ENSMUSG00000107741.2","chr3",40875388,40846819,"312",28570,"RP23-200C3.7","genebody"
"ENSMUSG00000107742.1","chr8",13287466,13285351,"48",2116,"RP23-89F9.2","genebody"
"ENSMUSG00000107743.1","chr6",146378186,146376416,"9",1771,"RP23-431M16.1","genebody"
"ENSMUSG00000107744.1","chr6",120562879,120554795,"71",8085,"RP23-354F7.1","genebody"
"ENSMUSG00000107745.1","chr6",86263914,86261554,"18",2361,"RP23-304D1.6","genebody"
"ENSMUSG00000107746.1","chr6",133018378,133017393,"5",986,"RP23-399P19.6","genebody"
"ENSMUSG00000107747.1","chr6",96033369,96033002,"6",368,"RP24-322F4.3","genebody"
"ENSMUSG00000107748.4","chr10",129068977,129061852,"28",7126,"Olfr766","genebody"
"ENSMUSG00000107749.1","chr6",71279348,71276493,"11",2856,"RP23-322E20.6","genebody"
"ENSMUSG00000107750.1","chr6",140622423,140620161,"22",2263,"RP23-336L12.3","genebody"
"ENSMUSG00000107751.1","chr6",108882408,108882003,"14",406,"RP24-95A6.1","genebody"
"ENSMUSG00000107752.1","chr6",121560588,121560200,"1",389,"RP23-406G9.3","genebody"
"ENSMUSG00000107753.1","chr6",128359984,128359517,"2",468,"RP23-114E15.14","genebody"
"ENSMUSG00000107754.1","chr6",132333806,132333589,"1",218,"RP24-390D8.3","genebody"
"ENSMUSG00000107755.1","chr6",60771059,60769966,"8",1094,"Mageb16-ps2","genebody"
"ENSMUSG00000107756.1","chr6",145241227,145238666,"9",2562,"RP24-359O2.7","genebody"
"ENSMUSG00000107757.1","chr6",61401030,61400606,"4",425,"RP23-252K4.1","genebody"
"ENSMUSG00000107758.1","chr6",49071936,49071629,"4",308,"RP23-326P16.3","genebody"
"ENSMUSG00000107759.1","chr6",137431605,137431304,"11",302,"RP23-341E13.1","genebody"
"ENSMUSG00000107760.1","chr6",136623006,136620631,"30",2376,"RP23-234N16.5","genebody"
"ENSMUSG00000107761.1","chr6",125084029,125083436,"7",594,"RP24-503A2.8","genebody"
"ENSMUSG00000107762.1","chr6",10334920,10334295,"9",626,"RP23-198H17.1","genebody"
"ENSMUSG00000107763.1","chr6",7863376,7863186,"3",191,"RP23-365O8.3","genebody"
"ENSMUSG00000107764.1","chr6",128529725,128529319,"10",407,"RP23-214M22.7","genebody"
"ENSMUSG00000107765.1","chr6",133599305,133597284,"5",2022,"RP24-418D1.3","genebody"
